E1_F2_Base,E2_PQ_Talent,E3_Availability,E4_Tactical_T7,E5_Context_D7
0.0960814508677731,0.06055662789594156,0.0004762873291017269,0.8043181779278851,0.03856745597929849
0.01786506753570139,0.00660072092734624,0.0006750612418205258,0.9171557645751102,0.05770338572002155
0.016787123106168967,0.005224527571534446,0.0002680920138272158,0.9595031721321273,0.018217085176342084
0.00820212174296763,0.009011954174031387,0.00043234303273502434,0.9396277574074212,0.042725823642844704
0.04006616162992388,0.029988766798655826,0.002172549095950667,0.6458468514144361,0.28192567106103356
0.11021273058926749,0.4112149122153955,0.0013125701260253261,0.29536373963598117,0.1818960474333304
0.008359600073623541,0.004276058290495079,0.0006394409440769243,0.2669006225828273,0.7198242781089771
0.027086660092823123,0.12565518621239544,0.001328675795854193,0.7202102794575036,0.12571919844142368
0.014101009206739032,0.007348964746188403,0.0007383367926063082,0.33447523101232923,0.643336458242137
0.006446809370753521,0.0047079707477241965,0.0004678806464939064,0.9201775377923338,0.06819980144269477
0.06980228854301992,0.015227614579620572,0.0008309441827375193,0.7582476890544818,0.15589146364014017
0.005199628817595108,0.0018806392370262941,0.00021217951620604764,0.963614636650766,0.02909291577840655
0.17996672165515734,0.045472315291124464,0.0008400162264870091,0.6270252232523307,0.1466957235749005
0.013642360307287141,0.0061581768552033496,0.0004412456454287951,0.9472126988371665,0.03254551835491417
0.14444912775403662,0.0670134784823998,0.0021458710474018903,0.5369441121248842,0.2494474105912774
0.014877835110270942,0.01278556150709404,0.0007825612679963863,0.6024327461542882,0.3691212959603504
0.3765233884069698,0.04724866352638517,0.0009734634990199772,0.5059927379261818,0.0692617466414433
0.015899983698924883,0.004481040109504224,0.0005801390735875667,0.9178386904283511,0.0612001466896321
0.03608949155499615,0.014593719502363883,0.000855695774627082,0.40019349421166034,0.5482675989563526
0.00781368751454365,0.005431075729781104,0.0005513380729658379,0.8495973772668081,0.13660652141590143
0.017574821918239343,0.006847818836257007,0.0008326175065838605,0.29993286513498346,0.6748118766039363
0.00424679218932617,0.0025655765968899155,0.00025508327380951035,0.9688330171882648,0.02409953075170969
0.004316139071697118,0.002296721894105914,0.0001946650143943127,0.9822707400243653,0.01092173399543746
0.009035003878238135,0.004631122171944833,0.0006719773607328421,0.37498232217215405,0.6106795744169302
0.06987942108963141,0.037243592287397875,0.002603277747006413,0.5464598994535597,0.34381380942240464
0.003299310222400783,0.010453818916399026,0.00029182224244964983,0.9521027692860577,0.03385227933269275
0.03006976987679271,0.041955189840705384,0.0009036963773014194,0.8376036043892876,0.08946773951591279
0.009374061350652958,0.008249555840943671,0.0007279122830286994,0.9194140253533388,0.062234445172035927
0.10122845134642788,0.025661889270782938,0.0006674939406681175,0.7410400910889972,0.1314020743531238
0.06489319631777897,0.08504428202791108,0.0013881685784512747,0.4751780937425471,0.37349625933331165
0.04145855102301015,0.059893441569091745,0.001293843047003566,0.4961317775099506,0.40122238685094397
0.0040015407748386096,0.002759678359248573,0.00022033893864216903,0.975861937950997,0.017156503976273708
0.19952678439261165,0.09196788123361474,0.0006158131364561581,0.5872757861962248,0.12061373504109257
0.06898895701047385,0.037189536256703085,0.0011808502154312022,0.7254860552539905,0.16715460126340148
0.10832985265221354,0.2643729252272753,0.00471454006290349,0.30814756211960503,0.3144351199380026
0.007026520083084672,0.00613523123748995,0.0005970632657435779,0.1544213632189442,0.8318198221947376
0.011664253647344828,0.0028138072307425854,0.0003654497591633501,0.8294039604636203,0.15575252889912883
0.002390050906687146,0.0019797628460647716,0.0002122447658157105,0.963910968172447,0.0315069733089854
0.017869497267582846,0.005134895891051661,0.0005191511679729154,0.8790392981523242,0.09743715752106834
0.02551432518897199,0.017671186529964158,0.0007244096421364946,0.8887270023839139,0.06736307625501338
0.005753471572057519,0.00539334088697296,0.00038551413588273046,0.9573279083568621,0.031139765048224754
0.29573697009329186,0.024733658662400546,0.0012191779021687979,0.3293087269638901,0.3490014663782487
0.033557882670954935,0.026594543163690743,0.000748507815583176,0.7359398233896896,0.20315924296008148
0.008577838627498661,0.021664505135968536,0.0006219199307681919,0.6720898398818407,0.2970458964239239
0.010066290993673128,0.0119896175219486,0.00031440687335394085,0.9031356652454156,0.07449401936560876
0.006946149437049233,0.0027690049992486606,0.00040162921415785445,0.2976198737690616,0.6922633425804826
0.004666929325942743,0.03866163965955493,0.00032149703287949645,0.943059707291531,0.013290226690091875
0.011364939607919514,0.0030979979827191117,0.00034599770078794467,0.9490791626906253,0.0361119020179482
0.293249006668637,0.060875675085695066,0.0015648037555055661,0.2676359785932457,0.37667453589691663
0.005316092672280977,0.0025569032716537747,0.0003041229728792466,0.8726570213486551,0.11916585973453091
0.008093306229933926,0.010019425128988539,0.0003748159657656371,0.9482142148170712,0.03329823785824059
0.17770688372367485,0.0746524039672472,0.0014899373730892203,0.18282979783708336,0.5633209770989055
0.022926625343449792,0.2485236925339034,0.0008166907364662872,0.11347647259237613,0.6142565187938044
0.13653971433619397,0.025096177178718104,0.0010119572560026034,0.6624360285057788,0.17491612272330664
0.2237739172922985,0.11107869375920885,0.001409863899269341,0.1991996042379251,0.4645379208112982
0.03892261674525201,0.009121440982394272,0.0008485594331203967,0.3546532178247058,0.5964541650145274
0.049317423653541755,0.02449864771671583,0.00239713873749834,0.6374906248388728,0.2862961650533713
0.03405382488753184,0.021306124941785028,0.0005362542474931234,0.8283022411357324,0.11580155478745763
0.01778413557227196,0.012064391446625964,0.0005495865458557885,0.5543316754378018,0.41527021099744454
0.1467959355953165,0.051101776836331596,0.0009541927132365992,0.7141954414951512,0.08695265335996401
0.005224465194716769,0.0036329628894992893,0.0004458075128231565,0.778022656958858,0.21267410744410284
0.0027665636292705993,0.007557478492116731,0.0002177689637803774,0.9757084367278596,0.013749752186972726
0.4739444809607738,0.03440510514350796,0.0015215754095166138,0.29624517110452675,0.19388366738167484
0.008067588280487877,0.005718932193231406,0.0004749398677559599,0.8973707737337011,0.08836776592482364
0.005394520739330883,0.0036123552702343542,0.00027611213485252017,0.9689070113787229,0.0218100004768592
0.05485387626448991,0.44719060091843177,0.001521842088201692,0.24762460591595806,0.2488090748129185
0.005951112508689131,0.004688138663620708,0.0005020979628697737,0.8890208053105706,0.09983784555424977
0.0021985058404826343,0.002131151358246781,0.0002021262573838346,0.9757105730746195,0.019757643469267377
0.04751898345176268,0.16825535582898132,0.0008039981445928153,0.6334736308971757,0.14994803167748746
0.014280943755337134,0.010817067890589584,0.0009235235744872014,0.7480571596160109,0.22592130516357514
0.013780421235906296,0.01190697198672443,0.0007297747012543388,0.16193498729255662,0.8116478447835582
0.01095197460456524,0.01029095799015282,0.00037745916951205675,0.9194225880769266,0.05895702015884344
0.0927292707837783,0.006514050790799746,0.0005007438730248769,0.8594183521043188,0.040837582448078225
0.058303549432958054,0.023584942907475915,0.0009143325557446311,0.8306098694210426,0.08658730568277881
0.01825743560991219,0.0033769178380119824,0.00047258775850253753,0.8992742819698579,0.0786187768237155
0.031290382639726,0.008850867591727485,0.0008363577130237411,0.49845279191869224,0.4605696001368306
0.08672418392301882,0.009685203436342233,0.0016263738073221813,0.7908842002380679,0.11108003859524881
0.005323131424366811,0.008856512572612187,0.00028196692919209363,0.9696689493201456,0.015869439753683195
0.12868569915362302,0.02515134929278,0.0009138225166043249,0.1493043357752553,0.6959447932617373
0.005827553417173599,0.003393943554136046,0.0003920419471132093,0.8207253712156539,0.16966108986592326
0.03496970321486215,0.16183688823805709,0.0013000470094343569,0.5018886524219857,0.30000470911566074
0.12976137056934064,0.008807895101202142,0.0005788634556834299,0.8250880157609506,0.03576385511282328
0.5077909600737189,0.03192288734364096,0.0007592770873278948,0.4040882308633453,0.05543864463196689
0.12120285797613758,0.03541282545294681,0.0017054876936131546,0.5887141573456227,0.2529646715316798
0.011421589713626735,0.008773994105967487,0.0004323578507458163,0.9060195244996475,0.07335253383001242
0.003489173731046312,0.003676590783304001,0.00029650406610104934,0.8966685912591106,0.09586914016043803
0.06518308735543174,0.021510346882673143,0.0020680113984022216,0.4460918939761231,0.4651466603873698
0.1586047677125009,0.05055105124790716,0.0009764995757338321,0.6529599951173798,0.13690768634647843
0.4740186123457963,0.1008964356192315,0.0011940619895383082,0.19787144781782998,0.2260194422276037
0.054166775662419515,0.07536958762925418,0.0019405253645205268,0.7062214896796654,0.16230162166414053
0.08501619382226416,0.2814945979742129,0.0015324557736037052,0.4679925400530118,0.16396421237690748
0.010034141179944193,0.019179368775457725,0.0002756433012276913,0.9500496907548063,0.0204611559885641
0.01651382272986178,0.016912039044325342,0.0009270633163149118,0.8639885085100217,0.10165856639947618
0.022314668007824934,0.00858449074589191,0.0009922529556600282,0.24530073630482888,0.7228078519857942
0.013590678109727075,0.007458809414804537,0.0007740343380596575,0.33544593547991325,0.6427305426574954
0.12078603905342285,0.010118690216458181,0.0009530757534757655,0.7864798386694157,0.08166235630722737
0.046431486126676816,0.04298732813168134,0.0009298588177855232,0.7164878150888031,0.1931635118350533
0.007368804650972776,0.005399242668461056,0.00047361932001709203,0.9212419503456607,0.06551638301488834
0.06137509435914224,0.0650531265112544,0.0005170803454931447,0.5694798759179273,0.303574822866183
0.004410197016716933,0.0031985515873192583,0.00035305445521540633,0.9265530025001734,0.0654851944405751
0.016060054657291465,0.02659892162340588,0.0010729884443843516,0.6508841634476514,0.30538387182726684
0.006432060971194326,0.0024346791593940495,0.00023641837007955629,0.9734590299705955,0.01743781152873665
0.13333115498938333,0.03495588141824306,0.0007834054955536922,0.7627432158264029,0.068186342270417
0.030403148322240055,0.2519419210428541,0.0011660437512891286,0.547409503414989,0.1690793834686278
0.009788942337903613,0.007820554458110387,0.0005231667728526968,0.8450684127367206,0.13679892369441288
0.10366247959911717,0.026002207490814944,0.0013282453957322849,0.49653488832990145,0.3724721791844341
0.05333534137521381,0.038175035318177404,0.0011841966132977687,0.768008400757988,0.13929702593532306
0.020693097525698062,0.004547471261536419,0.0004384361842570187,0.9098295700687208,0.06449142495978749
0.032568332886320044,0.014553782105230005,0.0019816685911938007,0.41310038398944077,0.5377958324278154
0.0076802422358587625,0.006535413127642142,0.0005966140729702595,0.9033354492462927,0.08185228131723618
0.01925481795344376,0.0037682845526854384,0.0006327837443277243,0.8384442984406238,0.1378998153089193
0.019364807193508367,0.10954739806651129,0.0007528373601218717,0.7855873455014123,0.08474761187844612
0.018173667710262548,0.00566639149294873,0.00023839518318483964,0.9537372722956183,0.022184273317985358
0.051399161206078826,0.05588240147163342,0.0005055037781163629,0.7526993100619879,0.1395136234821835
0.06219840213186183,0.04219673064565073,0.0013857617349838495,0.5911029611399399,0.3031161443475636
0.6308622614486845,0.015612053858789958,0.00066366553400073,0.10530870012565788,0.24755331903286687
0.016057349646072194,0.01888246301078821,0.0004317568576382449,0.9229908631325394,0.04163756735296181
0.13148873368243733,0.09029449971482166,0.0012277009482785381,0.6819732555103594,0.09501581014410329
0.037082762784344664,0.010498832031899318,0.0006998378131349797,0.5007029723673044,0.4510155950033166
0.20730406673852955,0.020414719759999107,0.0007411349654654048,0.25803829085583885,0.5135017876801672
0.03317659216940999,0.16353799042910222,0.001011358810546454,0.41585368044198884,0.38642037814895236
0.2280033278260736,0.10004170688590767,0.0014935497817768978,0.284517859347753,0.3859435561584888
0.011540551060549391,0.013800114344245041,0.0005987441924480954,0.5699603813442268,0.40410020905853067
0.008745842845505027,0.026427287868378963,0.00039575174941984233,0.20218382403427243,0.7622472935024237
0.37019261548847987,0.023953977493307767,0.0009781624595420395,0.542934008531802,0.06194123602686847
0.060234120165742006,0.04791601023807197,0.0007909660867508672,0.8399351602910133,0.05112374321842191
0.0027135671823261486,0.00840539238585176,0.00021837463409548434,0.9741996481102476,0.01446301768747901
0.02951936682852269,0.041353581503956904,0.0016311610651177774,0.653977142195002,0.2735187484074006
0.13323721600938943,0.1353090718408825,0.0016624537712591693,0.5603142442928079,0.1694770140856611
0.009734821933991188,0.171465248046555,0.0008183453020922508,0.6790072793876878,0.1389743053296738
0.05751478902719616,0.024132810489460907,0.001558495077164896,0.21906327578053128,0.6977306296256467
0.10808297958634235,0.03302416072117414,0.0005192268803636998,0.6834808496409952,0.17489278317112464
0.0038387648492727066,0.002689304773446177,0.0003243115836286594,0.9096989558693475,0.08344866292430493
0.026910499201059028,0.050598994644256615,0.0007322494736582679,0.74338977387531,0.1783684828057161
0.4227469122142076,0.03619405707362902,0.0017083350018845405,0.23481342617859055,0.30453726953168825
0.015565613732242502,0.01901972245090687,0.0008236397656094524,0.33622646997005895,0.6283645540811822
0.00874654568205202,0.03047187209363007,0.000765125551693767,0.8375303537836546,0.12248610288896954
0.007182165584529858,0.0065343498518644445,0.00041354646634579834,0.950046050987445,0.035823887109814864
0.02790052843959151,0.038430410068564826,0.0018089976386332024,0.5817635967080884,0.35009646714512205
0.036293146321447575,0.05014522956015253,0.0004539629843960289,0.8762505427645337,0.03685711836946994
0.1440942860717338,0.022436280779408655,0.0007019555142006872,0.5348013045693667,0.2979661730652901
0.014565992313304,0.012064901110346455,0.0009606038295243232,0.7702199840694679,0.20218851867735724
0.046440557440574064,0.018225487318471505,0.0009270456993560639,0.8117178246684922,0.12268908487310627
0.005410206802861771,0.0045285032087182785,0.0003681856351641343,0.9597793043452846,0.02991380000797134
0.03847834374652959,0.023882040890313722,0.0011252177877477136,0.6309565701062121,0.3055578274691969
0.053553616090018276,0.03705454424013043,0.0007584556855491129,0.8216798308552575,0.08695355312904464
0.040237872604776084,0.012126833868910829,0.0010171745631054757,0.2314241527314562,0.7151939662317514
0.014481402692377736,0.00693394604652227,0.0005352870134682658,0.8631953108507001,0.11485405339693149
0.2064472933267332,0.03165720172553294,0.00171263455347843,0.5093446966691898,0.2508381737250656
0.0019046606472362128,0.00322522901885544,0.00017821545140001322,0.9860216556255671,0.008670239256941227
0.007868871204481908,0.020212814028228516,0.0003931938776706068,0.17803611828692262,0.7934890026026963
0.0948775143222214,0.12401443069681485,0.0011199738849658153,0.45102124948409966,0.3289668316118982
0.001627607283034618,0.0010890433269291433,0.00014963897868847058,0.9893250869770367,0.007808623434311038
0.4775926467807907,0.019823279191889615,0.0011174611752343933,0.25558982257726554,0.24587679027481973
0.012878616074614066,0.012049680767444912,0.0008272221237275814,0.6246190862700914,0.34962539476412197
0.35525028826545735,0.019009849153580217,0.0007864675987349036,0.538329867813304,0.08662352716892348
0.014643205002852074,0.003834123974002339,0.0004961791417954009,0.8052434226164109,0.17578306926493917
0.021671222309757147,0.10236551499039868,0.0007210125422430828,0.7736978821355115,0.10154436802208952
0.11928585800784486,0.036909152576995716,0.0014793346461718455,0.5169298287883823,0.3253958259806051
0.01179653864585114,0.016730260514275036,0.0004281493830503002,0.941683183089943,0.0293618683668804
0.3030415993935089,0.020080704738889142,0.0011344806523192598,0.16134474062408183,0.5143984745912008
0.00981582696152239,0.012862780126381122,0.0005497359010764538,0.9238739646284484,0.05289769238257142
0.515362085246604,0.01513460810252951,0.0011343694380005847,0.2397174234887829,0.22865151372408307
0.0032853962034706586,0.006228557618899335,0.00024158004965087665,0.949178747472624,0.041065718655355125
0.0385739328136459,0.13532072709071005,0.0012792067001885445,0.4875385137231225,0.33728761967233284
0.04744769945746241,0.01681614117538506,0.0007470787529245229,0.6630337497367125,0.2719553308775155
0.0028973326285397978,0.02849672043738879,0.0002544723119810222,0.9394242188388097,0.02892725578328072
0.21309045469287188,0.006928455539476982,0.0007322177529587091,0.7078603259643301,0.07138854605036228
0.21769739109697728,0.029781613078266145,0.0006761406180478972,0.6849064124797444,0.06693844272696434
0.015718823361910123,0.018472727880252903,0.0007928863347505225,0.9094665166011646,0.055549045821921675
0.2812889669533366,0.027785497460303243,0.0013132083255127376,0.35470702113587665,0.3349053061249707
0.23457602054906765,0.15133375566154042,0.0009154706547317761,0.47220949083874025,0.14096526229591988
0.09437177122345489,0.06423903604274019,0.0019814103050328482,0.7262604708445062,0.11314731158426594
0.35260458198793443,0.08096447117136943,0.001263416010998488,0.3423894503479254,0.22277808048177228
0.04446401714852117,0.2633204324713705,0.0012824671546256684,0.5167221706126517,0.17421091261283092
0.15804977741788948,0.0894453243643591,0.0014475520319536834,0.5101309407836864,0.24092640540211135
0.00322916729108207,0.0019977670318543526,0.00023149666518627594,0.967332190940981,0.027209378070896434
0.033373336870534086,0.01832791651603541,0.0010705870615548376,0.07351370300155792,0.8737144565503178
0.17277277262673105,0.0447999544354375,0.0008798789379789669,0.2695330142648707,0.5120143797349818
0.01270084822656155,0.006513017187920698,0.0005300007777522637,0.9077846957425397,0.07247143806522573
0.018168575616138768,0.24594064910199592,0.0007123324891979147,0.6637908323713936,0.0713876104212738
0.00464618810059434,0.0026036925185414983,0.0002792506544208244,0.9078749826728497,0.08459588605359365
0.07311224937056766,0.15095748416849386,0.0016804921137663826,0.6682743420081155,0.10597543233905674
0.01328382450332238,0.010282545857393717,0.00036012660639836273,0.9212424339930689,0.05483106903981656
0.16747812143569457,0.03135912712518191,0.0009354855322444546,0.633270224903418,0.166957041003461
0.0455136263441372,0.011709335908689715,0.0011045289659678942,0.8464372813714066,0.09523522740979858
0.010948549403867618,0.006474045940467307,0.0006162302710403928,0.5558079364899885,0.4261532378946362
0.0075972161801181794,0.01750875509293724,0.000527342872529663,0.9266165153598683,0.047750170494546544
0.16880775087315913,0.013449269723715294,0.0012808728712487521,0.5747598845963092,0.2417022219355676
0.0020836406376848263,0.0029555673818940525,0.00018084540311194094,0.9856061977637928,0.009173748813516258
0.04258848571713046,0.017653614913686586,0.0007384378256079895,0.33478165180153296,0.6042378097420421
0.12658062321886945,0.09833154299167013,0.0011690420108750764,0.39970787774725797,0.37421091403132745
0.02684331477262987,0.1065430044492334,0.000888657079450538,0.45383092510467743,0.4118940985940089
0.21116639906424042,0.13378890375262384,0.0018150734966412647,0.22716974946730062,0.4260598742191938
0.0040180702885789545,0.003224030930737545,0.0002882403270768613,0.9393868675056376,0.05308279094796895
0.009486281855302134,0.020924900977683077,0.0005399227023177414,0.9048624349063216,0.06418645955837553
0.21985199490321816,0.05655274924652725,0.0019159485181380609,0.6016242324841821,0.12005507484793443
0.007666645121069047,0.013404895615473205,0.00036339873673298963,0.95488743077365,0.02367762975307468
0.44643300171953526,0.08747536798535738,0.006079210240066648,0.2521283918181666,0.20788402823687413
0.09815032720303096,0.015832479033155353,0.00039468766535763055,0.8427334198386802,0.04288908625977592
0.012914908948369783,0.0030677533383011266,0.0007130226004829796,0.7636030700669105,0.2197012450459357
0.05108385447427775,0.1037416431844462,0.000549589640167424,0.711095440713222,0.1335294719878867
0.3124392948822407,0.02633786023541214,0.0010270744323944724,0.46710362593074883,0.19309214451920392
0.1812148868556839,0.0831453058883749,0.0017144502909247075,0.41479409820925467,0.3191312587557618
0.011277605312077891,0.02433120945079197,0.0008176613969437335,0.6651383545617133,0.2984351692784731
0.00849668807713493,0.0026232364730652893,0.00030742871628634084,0.9684677476769821,0.02010489905653147
0.038859953135394934,0.03603096878319231,0.0006764930329724106,0.7074035260859595,0.21702905896248093
0.004756880624341012,0.002735047533323908,0.00034484155510259375,0.9728762855137769,0.019286944773455578
0.007362594732004954,0.052884032913939415,0.0007859882012277587,0.7354308981688845,0.20353648598394342
0.21302842780328776,0.015924186355335095,0.0008855192023423349,0.7154230637997964,0.054738802839238376
0.010656062756630226,0.07646765910867724,0.0005872661030178101,0.8290872572498789,0.08320175478179587
0.03787702163869314,0.011070641325983031,0.0009545829046971631,0.7860142263365639,0.16408352779406296
0.1790184015947799,0.33105670379666136,0.0015098017167025266,0.3249086390514921,0.16350645384036414
0.005714233249921452,0.005095603029305282,0.00029835658178475275,0.9741514255169867,0.014740381622001725
0.06814775729944911,0.019597894376543867,0.0005493471131050689,0.11680443752205913,0.794900563688843
0.07578404495884615,0.036189263340900286,0.0014656995433831278,0.4964386705760154,0.39012232158085497
0.027848866912744876,0.007285314925033408,0.00043058198096100766,0.928212137762216,0.036223098419044565
0.022964770838701725,0.02312429943928537,0.0004998693468701369,0.8396051964190844,0.11380586395605836
0.0066448522875951575,0.014228431436966435,0.0005443665410432086,0.700219937940882,0.27836241179351323
0.022349277537591913,0.03448246532380823,0.0008731609372704785,0.6575431524371222,0.28475194376420715
0.20352667586590198,0.5956068133289493,0.0006905386100366619,0.09003115741949183,0.11014481477562028
0.04850641045830176,0.025308930438197885,0.0011297592292297718,0.8148741986128127,0.11018070126145778
0.013486590556915973,0.04982941580702921,0.0005782628380866045,0.8832019332406347,0.05290379755733346
0.013655278119425246,0.003388536039216807,0.0003958277199130671,0.6392912143601234,0.34326914376132134
0.05534040890643512,0.09555305817272147,0.0005273159822265313,0.7882350642594163,0.060344152679200645
0.010122523867280724,0.007097948885376532,0.00048806318829939534,0.9208448742508325,0.06144658980821098
0.0035160721455743164,0.003278743112629424,0.000282707519611428,0.9516297842769177,0.04129269294526705
0.004282658471775117,0.004091658052613775,0.0003889114945247849,0.8214335404424441,0.16980323153864238
0.004907863365954616,0.017837867513284526,0.0002791336112347754,0.9562425823735078,0.020732553136018225
0.14965134800509475,0.044032075462845606,0.0009903497384485195,0.5719652893265206,0.23336093746709072
0.01257125062394139,0.003944134145269849,0.0005431663337463343,0.6865767313633497,0.2963647175336927
0.006801074563150897,0.003007020251664041,0.00035945303540525954,0.9619084030601245,0.02792404908965534
0.11611662575759792,0.022449647882435746,0.0012549078376055092,0.45894534209540555,0.4012334764269552
0.045090546902363665,0.02733897735127552,0.0007137866729773479,0.8392698138106972,0.08758687526268621
0.06751498324473251,0.009402996497646957,0.0011654105278141877,0.46270859734045333,0.45920801238935294
0.04712994502944079,0.03538272276784507,0.0007765255078311858,0.8637192146315785,0.05299159206330442
0.014696894354966709,0.007998946930631657,0.0005832025289333656,0.9300090556497539,0.046711900535714265
0.015688176770946933,0.005990598754797252,0.0009129871668758486,0.5519639109306352,0.42544432637674473
0.4469018784708103,0.01136919656121733,0.0006314370900309817,0.49091226421965906,0.05018522365828233
0.05203002807395314,0.008516619400613733,0.0010664985785560862,0.7271540034400871,0.21123285050678994
0.030666952992489768,0.004502760452527668,0.0005418587802731054,0.8298504972386512,0.1344379305360581
0.08173753180882236,0.011684336869930676,0.0006765297746800052,0.5978164965717889,0.3080851049747781
0.13724684552812932,0.02303951903474974,0.000644475317113104,0.4463875678111417,0.39268159230886623
0.038694381987423115,0.009375893954787428,0.0007469420694081708,0.4704202076725148,0.4807625743158666
0.07098637299130812,0.0643165408384066,0.0007878859939103314,0.8105215439715674,0.0533876562048076
0.01081522676629507,0.013053509299508605,0.0005591861033895059,0.9294949434496835,0.0460771343811233
0.01755970739461201,0.006216116851621453,0.00040000598448762797,0.9442699569991838,0.03155421277009507
0.04511216613525471,0.007887689796561228,0.0008011323443220136,0.9022673662122188,0.043931645511643226
0.010158609149742216,0.00581920311745758,0.00031253219930845296,0.9576663858286388,0.026043269704853017
0.07943702709032584,0.10306077108599422,0.0013011865749547476,0.64273883917318,0.17346217607554523
0.4880205725955133,0.04206764632869701,0.0007299879992463173,0.4087147147410701,0.06046707833547339
0.0031146591766230912,0.022282635199730685,0.00021490705243179336,0.9553626859988669,0.019025112572347503
0.04645209797723373,0.010560301611939856,0.0007808499427121241,0.8681499313799973,0.07405681908811697
0.004247453365995257,0.0032530394451982833,0.0002916459378893264,0.9644796675268472,0.027728193724069927
0.017026001000914327,0.01836788698865746,0.0006013868420211235,0.5493437244708399,0.4146610006975672
0.028543351424998344,0.3230853201646806,0.0011340111002518104,0.5262471138486322,0.12099020346143702
0.011496617567348802,0.22611300945605242,0.0007753590605174467,0.16334241336803698,0.5982726005480444
0.05714033074783477,0.09171312808172982,0.000753692531377283,0.602237739448989,0.24815510919006917
0.009172717246808463,0.00529449823196013,0.0008724381676260129,0.6760134097695845,0.308646936584021
0.07060345666264414,0.011409454856921668,0.0012205501720863915,0.7460495189272989,0.17071701938104905
0.029994771201283785,0.016030885712154934,0.0007758020831740725,0.8432000672301937,0.10999847377319347
0.08851535866502909,0.04221402286705849,0.0006034627235122265,0.784597078837206,0.08407007690719431
0.19910785132337738,0.03242665244901324,0.001356152578050591,0.6945735381760658,0.0725358054734931
0.12844496153872248,0.04142333318828595,0.000640898578415024,0.2429654943160133,0.5865253123785632
0.24851072152815049,0.013574204228127136,0.0007544040652449553,0.4969273369264215,0.240233333252056
0.003193639143958647,0.005787200618379086,0.0002157952572211455,0.97869481297992,0.012108552000520972
0.06310782870222942,0.009307658285437989,0.0008903776069557664,0.8353681712670888,0.09132596413828797
0.02426539878270644,0.09572209090062916,0.0013774050756247523,0.4789212038805701,0.3997139013604696
0.009356277087862786,0.004232746267596403,0.0003104983076102401,0.9405233689502459,0.04557710938668453
0.4933281635519121,0.09103268364255043,0.0012126483874588202,0.22268383634453143,0.1917426680735472
0.0042772156544241035,0.008051092929593455,0.0003192766089120605,0.9495924761093296,0.037759938697740594
0.03710137395236378,0.009714771048284707,0.0005374204456042123,0.886091605002552,0.06655482955119538
0.01272438458887992,0.006057970650556177,0.0009471975976161883,0.2558980849876515,0.7243723621752962
0.6255112788270536,0.09461607948908415,0.000951872269964229,0.14991450276625326,0.12900626664764483
0.018488866536741422,0.059063725215350305,0.0007052887799525245,0.7663926477855751,0.15534947168238059
0.1507539810778371,0.03523212328378671,0.001325225664945933,0.5226440683154832,0.290044601657947
0.014261285459110946,0.012993430984707873,0.0011341183346723319,0.6630016270145377,0.30860953820697123
0.006899745261157401,0.006064205222799153,0.0003314917125479739,0.9601535619885859,0.026550995814909686
0.004054637774185148,0.004533282766399724,0.00038564589476778086,0.9566565133879257,0.03436992017672167
0.04670193038798314,0.01252539871931572,0.0010291803445887445,0.727170258319283,0.21257323222882937
