season,gw,date,home,away,y,M3_PH,M3_PD,M3_PA,M3_pred,S2_PH,S2_PD,S2_PA,S2_pred,PLAYER_PH,PLAYER_PD,PLAYER_PA,PLAYER_pred,TACTICAL_PH,TACTICAL_PD,TACTICAL_PA,TACTICAL_pred,HYBRIDRAW_PH,HYBRIDRAW_PD,HYBRIDRAW_PA,HYBRIDRAW_pred,tact_diff_ppda,tact_diff_deep,tact_diff_tilt,inter_press_trap,inter_lowblock_frustration,tact_symmetry_entropy,mgr_diff_new,mgr_diff_tenure,rest_diff,europe_shock_diff,inter_press_fatigue_diff,squad_talent_diff,euro_form_diff,foreign_transfer_diff,lineup_shock_total,gate_continuity_mean,gate_uncertainty_mean,gate_tactical_mismatch,gate_european_shock,gate_evidence_maturity
2025-26,15,2026-01-08,Arsenal,Liverpool,1,0.5356797208346276,0.2768139674335498,0.1875063117318225,0,0.4492988024486841,0.2404650280363064,0.3102361695150093,0,0.6732081852050644,0.1911221054943101,0.1356697093006253,0,0.3963410591477492,0.4101258806749604,0.1935330601772902,1,0.6685498527903124,0.1933840368314033,0.1380661103782843,0,0.5765947509091838,-0.063497158134842,-0.4480481550904613,0.0259467637909132,0.1592044737557913,0.6308118826024267,0,1.100126698388412,0.1428571428571428,-1,0,0.8610546158181718,0.0876675444410021,-0.020308020526713,0.1590891933581463,0.82,0.163,1.0246429059996451,1.0,0.39473684210526316
2025-26,15,2026-01-18,Wolverhampton Wanderers,Newcastle United,1,0.2282358519855128,0.3134816008376134,0.4582825471768739,2,0.3671161289754682,0.2465468380556524,0.3863370329688792,2,0.1994763210626793,0.2291202239947937,0.5714034549425271,2,0.0991417828597304,0.6018442413637652,0.2990139757765044,1,0.1040083774405625,0.4510355212878484,0.4449561012715891,1,-1.300078750407767,-1.802994316060221,-1.4544290276874905,-0.0585035437683495,-0.0035311931932732,0.162833366757789,0,0.4143898611852172,0.0,0,0,-1.8940430340501333,-0.790714166154108,-0.0747198477009674,0.1688707880855311,0.82,0.163,2.754507778095258,0.0,0.39473684210526316
2025-26,15,2026-01-24,Burnley,Tottenham,1,0.3274608969014891,0.2556954123243756,0.4168436907741353,2,0.38019156231187,0.2461699441321092,0.3736384935560207,0,0.265609045750899,0.2520343875445848,0.4823565667045161,2,0.1967195930642319,0.4241318334736422,0.3791485734621259,1,0.1680297693013913,0.2767109019453731,0.5552593287532355,2,-0.5959960910627835,-1.525164020426356,-0.4069846252808758,-0.0268198240978252,0.0331073807807068,0.4906533398480022,0,-1.3021278832414298,-0.5714285714285714,0,0,-1.0475655424088728,0.0,-0.0076469537456646,0.0457679218439799,0.82,0.163,1.0029807163436593,0.0,0.39473684210526316
2025-26,15,2026-01-31,Brighton and Hove Albion,Everton,1,0.4702174200551208,0.2728165066144091,0.2569660733304701,0,0.4413415282815016,0.2409296734081519,0.3177287983103463,0,0.4909069785826845,0.2438044158958819,0.2652886055214335,0,0.346954242941127,0.4119223679214452,0.2411233891374277,1,0.2016081899137718,0.4087988911533951,0.3895929189328329,1,1.6963564277828986,-0.2594202907909029,-0.3860008097784572,0.0763360392502304,0.1141049303054162,0.645400084823403,0,2.7847407946547413,0.4285714285714285,0,0,0.2019334481308003,0.0,0.0751536673827458,0.2375393433705618,0.82,0.163,2.082357237561356,0.0,0.39473684210526316
2025-26,15,2026-02-08,Liverpool,Manchester City,2,0.3972130139555046,0.2244236793715471,0.3783633066729484,0,0.4613443134214177,0.2384246449342809,0.3002310416443013,0,0.4724875359607208,0.2351388540874526,0.2923736099518265,0,0.2199647445693308,0.0994386111183955,0.6805966443122737,2,0.3764845601050707,0.3230444802245242,0.300470959670405,0,1.8682750139685265,0.193796411964783,-1.1877850021790095,0.0373655002793705,0.0834967754015308,0.2933044049376478,0,-2.6978964034766832,0.1428571428571428,0,0,-0.4359423498817012,-0.1311720335300123,0.025206636383037,0.2856044161260774,0.87,0.14550000000000002,3.056060016147536,0.0,0.39473684210526316
2025-26,15,2026-02-23,Everton,Manchester United,2,0.4028628307508361,0.2588201046620901,0.3383170645870738,0,0.4254157074627125,0.2444848519788898,0.3300994405583977,0,0.4461259320408787,0.2479645619428369,0.3059095060162841,0,0.3091778271261676,0.3295136560163142,0.3613085168575181,2,0.5758281072623258,0.2926822193062976,0.1314896734313767,0,-0.957013599502936,-0.4177205860438508,-1.0137009850441274,-0.0430656119776321,0.0750178243734492,0.3337893738135428,0,-0.9604241536497762,-0.4285714285714285,0,0,-0.1838150036860717,0.0,0.0159707107973441,0.065717958245178,0.82,0.163,1.9707145845470633,0.0,0.39473684210526316
2025-26,15,2026-03-21,Leeds United,Brentford,1,0.3193805422847129,0.2889431394937984,0.3916763182214886,2,0.4176490412051578,0.2459887199252382,0.3363622388696041,0,0.3351193587066062,0.2534059217344131,0.4114747195589806,2,0.1320800091073412,0.4420146931415962,0.4259052977510625,1,0.2470646730223388,0.2549273125273699,0.4980080144502912,2,-1.8225989986952928,-0.4955575094910553,-0.6051459266482112,-0.0820169549412882,0.0459000835051398,0.4944756214408668,0,-0.7131421404640705,0.1428571428571428,0,0,-0.7677060092213811,0.0,0.0220531605509611,0.2015781904289062,0.82,0.163,2.427744925343504,0.0,0.39473684210526316
2025-26,15,2026-03-22,Tottenham,Nottingham Forest,2,0.427099509759787,0.2327927717621593,0.3401077184780535,0,0.4124609011360373,0.2447081527999472,0.3428309460640152,0,0.3825894731085324,0.2578288791623817,0.3595816477290858,0,0.3431002559271464,0.1665776028307504,0.490322141242103,2,0.3903943253424361,0.1698017277598232,0.4398039468977406,2,-0.026228648550937,-0.7870723717964339,-0.2600244042262162,-0.0011802891847921,0.0741704852872059,0.6587317532341385,0,-2.0914078573499437,-0.1428571428571428,0,0,-0.3202936502964199,0.0,0.02222822308342,0.0661835785211568,0.82,0.163,0.2862530527771532,0.0,0.39473684210526316
2025-26,15,2026-04-18,Newcastle United,Bournemouth,2,0.434422472196209,0.2428321967043452,0.3227453310994461,0,0.4140391637843963,0.2449159781789092,0.3410448580366945,0,0.4914028420021021,0.2433116728073557,0.2652854851905421,0,0.3290655149444748,0.295943648768692,0.3749908362868331,2,0.5263102503093835,0.1965247831368594,0.277164966553757,0,-0.7307212353361194,-0.7371367132368594,-0.1572547542195664,-0.0328824555901253,0.098694450401058,0.7373577454734767,0,2.441531358019064,0.0,0,0,0.081872426563913,0.0,-0.0404347170423256,0.1481240734112452,0.82,0.163,0.8879759895556858,0.0,0.39473684210526316
2025-26,15,2026-05-17,Brentford,Crystal Palace,1,0.4983711390508546,0.2503141463593047,0.2513147145898406,0,0.4373291554943372,0.2434383993155054,0.3192324451901573,0,0.5392748995267828,0.2372514280147792,0.2234736724584381,0,0.3321852198207796,0.4184375704604104,0.24937720971881,1,0.6804572940719641,0.1944169712877492,0.1251257346402867,0,-0.8619105007055463,-0.1420813590619625,-0.7183126768352139,-0.0387859725317496,0.1097858481110204,0.4739142178582487,0,0.5052890417245512,-0.4285714285714285,0,0,0.5149583227978273,0.0,-0.0106081255954396,0.1952392086277836,0.82,0.163,1.5802231775407602,0.0,0.39473684210526316
